country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-28,NA,NA,NA,NA,-34,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-30,NA,NA,NA,NA,-35,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-31,NA,NA,NA,NA,-34,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-01,NA,NA,NA,NA,-32,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-02,NA,NA,NA,NA,-34,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-03,NA,NA,NA,NA,-30,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-04,NA,NA,NA,NA,-32,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-06,NA,NA,NA,NA,-23,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-07,NA,NA,-49,NA,-21,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-08,NA,-2,-59,NA,-23,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-09,NA,NA,NA,NA,-25,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-10,NA,NA,NA,NA,-75,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-11,NA,NA,-65,NA,-24,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-13,NA,NA,NA,NA,-10,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-14,NA,NA,-49,NA,-14,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-15,NA,-11,-52,NA,-18,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-16,NA,NA,NA,NA,-15,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-17,NA,NA,-43,NA,-9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-18,NA,NA,-67,NA,-4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-20,NA,NA,NA,NA,-15,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-21,NA,NA,NA,NA,-44,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-22,NA,-5,-47,NA,-10,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-23,NA,NA,NA,NA,-10,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-24,NA,NA,-43,NA,-7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-25,NA,NA,-66,NA,2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-26,NA,NA,-69,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-27,NA,NA,NA,NA,-4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-28,NA,NA,-49,NA,-5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-29,NA,NA,-42,NA,-11,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-30,NA,NA,NA,NA,-9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-01,NA,NA,NA,NA,-60,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-02,NA,NA,-47,NA,-11,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-03,NA,NA,-69,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-04,NA,NA,NA,NA,-5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-05,NA,NA,-51,NA,-8,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-06,NA,14,-40,NA,-9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-07,NA,NA,NA,NA,-6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-08,NA,NA,NA,NA,-2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-09,NA,NA,-36,NA,13,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-10,NA,NA,-72,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-11,NA,NA,NA,NA,0,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-12,NA,NA,-52,NA,-5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-13,NA,NA,-55,NA,-11,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-14,NA,NA,NA,NA,-5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-15,NA,NA,NA,NA,-2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-16,NA,NA,-58,NA,4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-17,NA,NA,-64,NA,NA,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-18,NA,NA,NA,NA,1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-19,NA,NA,-50,NA,0,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-20,NA,NA,-52,NA,-8,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-21,NA,NA,NA,NA,-10,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-22,NA,NA,NA,NA,-8,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-23,NA,NA,-74,NA,-1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-25,NA,NA,NA,NA,-5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-26,NA,NA,-60,NA,-2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-27,NA,2,-54,NA,-4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-28,NA,NA,NA,NA,-6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-29,NA,NA,-44,NA,2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-30,NA,NA,-67,NA,8,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-01,NA,NA,NA,NA,-5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-02,NA,NA,-63,NA,0,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-03,NA,1,-57,NA,-5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-04,NA,NA,NA,NA,-7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-05,NA,NA,-45,NA,-2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-06,NA,NA,-68,NA,8,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-08,NA,NA,NA,NA,1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-09,NA,NA,NA,NA,-5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-10,NA,22,-61,NA,-3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-11,NA,NA,NA,NA,-55,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-12,NA,NA,NA,NA,-10,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-13,NA,NA,NA,NA,2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-14,NA,NA,-73,NA,13,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-15,NA,NA,NA,NA,-2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-16,NA,NA,-59,NA,3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-17,NA,NA,-61,NA,-4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-18,NA,NA,NA,NA,-3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-19,NA,NA,-50,NA,1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-20,NA,NA,-67,NA,20,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-21,NA,NA,-67,NA,23,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-22,NA,NA,NA,NA,-1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-23,NA,NA,-59,NA,-1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-24,NA,-2,-58,NA,-3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-25,NA,NA,NA,NA,-5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-26,NA,NA,NA,NA,-1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-27,NA,NA,-74,NA,11,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-28,NA,NA,NA,NA,5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-29,NA,NA,-59,NA,-4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-30,NA,NA,NA,NA,-5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-01,NA,-1,-66,NA,-4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-02,NA,NA,NA,NA,-1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-03,NA,NA,-49,NA,3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-04,NA,NA,-64,NA,25,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-05,NA,NA,-73,NA,11,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-06,NA,NA,NA,NA,-1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-07,NA,NA,-55,NA,2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-08,NA,3,-58,NA,-3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-09,NA,NA,NA,NA,-3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-10,NA,NA,NA,NA,1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-11,NA,NA,-64,NA,15,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-12,NA,NA,-57,NA,11,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-13,NA,NA,NA,NA,4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-14,NA,NA,-52,NA,-1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-15,NA,6,-60,NA,0,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-16,NA,NA,NA,NA,-1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-17,NA,NA,-50,NA,4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-18,NA,NA,-57,NA,22,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-19,NA,NA,-43,NA,16,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-20,NA,NA,NA,NA,1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-21,NA,NA,-47,NA,4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-22,NA,10,-49,NA,-3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-23,NA,NA,NA,NA,-4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-24,NA,NA,-48,NA,2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-25,NA,NA,-70,NA,3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-26,NA,NA,-69,NA,6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-27,NA,NA,-57,NA,-1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-17,NA,NA,NA,NA,15,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-18,NA,NA,NA,NA,15,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-19,NA,NA,NA,NA,17,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-20,NA,NA,NA,NA,16,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-21,NA,NA,NA,NA,23,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-24,NA,NA,NA,NA,-53,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-25,NA,NA,NA,NA,-50,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-26,NA,NA,NA,NA,14,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-27,NA,NA,NA,NA,16,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-28,NA,NA,NA,NA,20,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-02,NA,NA,NA,NA,20,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-03,NA,NA,NA,NA,7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-04,NA,NA,NA,NA,18,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-05,NA,NA,NA,NA,14,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-06,NA,NA,NA,NA,24,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-09,NA,NA,NA,NA,24,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-10,NA,NA,NA,NA,17,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-11,NA,NA,NA,NA,19,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-12,NA,NA,NA,NA,20,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-13,NA,NA,NA,NA,22,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-16,NA,NA,NA,NA,16,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-17,NA,NA,NA,NA,10,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-18,NA,NA,NA,NA,-9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-19,NA,NA,NA,NA,-28,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-20,NA,NA,NA,NA,-36,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-23,NA,NA,NA,NA,-55,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-24,NA,NA,NA,NA,-52,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-25,NA,NA,NA,NA,-50,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-26,NA,NA,NA,NA,-47,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-27,NA,NA,NA,NA,-45,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-30,NA,NA,NA,NA,-39,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-31,NA,NA,NA,NA,-37,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-01,NA,NA,NA,NA,-34,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-02,NA,NA,NA,NA,-33,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-03,NA,NA,NA,NA,-30,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-06,NA,NA,NA,NA,-23,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-07,NA,NA,NA,NA,-26,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-08,NA,NA,NA,NA,-22,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-09,NA,NA,NA,NA,-26,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-10,NA,NA,NA,NA,-75,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-13,NA,NA,NA,NA,-16,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-14,NA,NA,NA,NA,-20,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-15,NA,NA,NA,NA,-17,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-16,NA,NA,NA,NA,-15,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-17,NA,NA,NA,NA,-10,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-20,NA,NA,NA,NA,-19,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-21,NA,NA,NA,NA,-49,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-22,NA,NA,NA,NA,-14,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-23,NA,NA,NA,NA,-18,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-24,NA,NA,NA,NA,-17,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-27,NA,NA,NA,NA,-15,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-28,NA,NA,NA,NA,-16,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-29,NA,NA,NA,NA,-16,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-30,NA,NA,NA,NA,-14,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-01,NA,NA,NA,NA,-63,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-04,NA,NA,NA,NA,-16,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-05,NA,NA,NA,NA,-15,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-06,NA,NA,NA,NA,-13,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-07,NA,NA,NA,NA,-12,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-08,NA,NA,NA,NA,-2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-11,NA,NA,NA,NA,-9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-12,NA,NA,NA,NA,-11,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-13,NA,NA,NA,NA,-11,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-14,NA,NA,NA,NA,-9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-15,NA,NA,NA,NA,-7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-18,NA,NA,NA,NA,-6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-19,NA,NA,NA,NA,-12,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-20,NA,NA,NA,NA,-13,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-21,NA,NA,NA,NA,-7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-22,NA,NA,NA,NA,-7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-25,NA,NA,NA,NA,-11,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-26,NA,NA,NA,NA,-10,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-27,NA,NA,NA,NA,-10,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-28,NA,NA,NA,NA,-9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-29,NA,NA,NA,NA,-2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-01,NA,NA,NA,NA,-4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-02,NA,NA,NA,NA,-11,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-03,NA,NA,NA,NA,-6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-04,NA,NA,NA,NA,-4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-05,NA,NA,NA,NA,4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-08,NA,NA,NA,NA,-18,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-09,NA,NA,NA,NA,-8,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-10,NA,NA,NA,NA,-5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-11,NA,NA,NA,NA,-51,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-12,NA,NA,NA,NA,-12,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-13,NA,NA,NA,NA,0,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-15,NA,NA,NA,NA,-7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-16,NA,NA,NA,NA,-8,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-17,NA,NA,NA,NA,-8,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-18,NA,NA,NA,NA,-7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-19,NA,NA,NA,NA,-6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-20,NA,NA,NA,NA,-5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-22,NA,NA,NA,NA,-12,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-23,NA,NA,NA,NA,-12,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-24,NA,NA,NA,NA,-10,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-25,NA,NA,NA,NA,-9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-26,NA,NA,NA,NA,-7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-27,NA,NA,NA,NA,-7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-29,NA,NA,NA,NA,-13,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-30,NA,NA,NA,NA,-17,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-01,NA,NA,NA,NA,-17,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-02,NA,NA,NA,NA,-11,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-03,NA,NA,NA,NA,-6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-04,NA,NA,NA,NA,-12,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-06,NA,NA,NA,NA,-9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-07,NA,NA,NA,NA,-16,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-08,NA,NA,NA,NA,-9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-09,NA,NA,NA,NA,-6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-10,NA,NA,NA,NA,3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-11,NA,NA,NA,NA,-1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-13,NA,NA,NA,NA,-2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-14,NA,NA,NA,NA,-6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-15,NA,NA,NA,NA,-4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-16,NA,NA,NA,NA,-8,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-17,NA,NA,NA,NA,-4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-18,NA,NA,NA,NA,-7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-20,NA,NA,NA,NA,-9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-21,NA,NA,NA,NA,-12,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-22,NA,NA,NA,NA,-12,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-23,NA,NA,NA,NA,-13,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-24,NA,NA,NA,NA,-5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-25,NA,NA,NA,NA,2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-27,NA,NA,NA,NA,-1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-15,-33,-28,NA,NA,-32,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-16,16,18,NA,NA,1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-17,3,5,NA,NA,21,-2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-18,-12,-3,NA,NA,19,0
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-19,0,12,NA,NA,23,-2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-20,-6,1,NA,NA,20,-3
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-21,1,2,NA,NA,23,-3
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-22,-10,9,NA,NA,4,2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-23,1,5,NA,NA,0,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-24,-9,-2,NA,NA,-19,4
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-25,-44,-16,NA,NA,-33,10
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-26,-8,7,NA,NA,18,-1
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-27,-11,-6,NA,NA,22,-2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-28,1,0,NA,NA,26,-2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-29,1,1,NA,NA,9,2
