country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-19,NA,NA,NA,NA,23,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-20,NA,NA,NA,NA,16,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-21,NA,NA,NA,NA,24,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-24,NA,NA,NA,NA,-36,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-25,NA,NA,NA,NA,-47,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-26,NA,NA,NA,NA,12,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-27,NA,NA,NA,NA,20,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-28,NA,NA,NA,NA,27,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-02,NA,NA,NA,NA,24,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-03,NA,NA,NA,NA,20,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-04,NA,NA,NA,NA,24,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-05,NA,NA,NA,NA,20,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-06,NA,NA,NA,NA,33,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-09,NA,NA,NA,NA,26,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-10,NA,NA,NA,NA,25,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-11,NA,NA,NA,NA,21,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-12,NA,NA,NA,NA,21,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-13,NA,NA,NA,NA,28,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-16,NA,NA,NA,NA,24,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-17,NA,NA,NA,NA,9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-18,NA,NA,NA,NA,-6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-19,NA,NA,NA,NA,-34,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-20,NA,NA,NA,NA,-40,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-23,NA,NA,NA,NA,-53,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-24,NA,NA,NA,NA,-59,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-25,NA,NA,NA,NA,-53,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-26,NA,NA,NA,NA,-51,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-27,NA,NA,NA,NA,-45,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-30,NA,NA,NA,NA,-39,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-31,NA,NA,NA,NA,-44,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-01,NA,NA,NA,NA,-42,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-02,NA,NA,NA,NA,-41,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-03,NA,NA,NA,NA,-34,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-06,NA,NA,NA,NA,-31,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-07,NA,NA,NA,NA,-33,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-08,NA,NA,NA,NA,-27,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-09,NA,NA,NA,NA,-27,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-10,NA,NA,NA,NA,-77,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-13,NA,NA,NA,NA,-19,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-14,NA,NA,NA,NA,-21,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-15,NA,NA,NA,NA,-21,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-16,NA,NA,NA,NA,-19,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-17,NA,NA,NA,NA,-14,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-20,NA,NA,NA,NA,-19,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-21,NA,NA,NA,NA,-50,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-22,NA,NA,NA,NA,-16,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-23,NA,NA,NA,NA,-14,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-24,NA,NA,NA,NA,-14,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-27,NA,NA,NA,NA,-9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-28,NA,NA,NA,NA,-15,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-29,NA,NA,NA,NA,-15,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-30,NA,NA,NA,NA,-10,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-01,NA,NA,NA,NA,-68,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-04,NA,NA,NA,NA,-11,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-05,NA,NA,NA,NA,-12,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-06,NA,NA,NA,NA,-9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-07,NA,NA,NA,NA,-10,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-08,NA,NA,NA,NA,-4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-11,NA,NA,NA,NA,-6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-12,NA,NA,NA,NA,-12,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-13,NA,NA,NA,NA,-9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-14,NA,NA,NA,NA,-11,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-15,NA,NA,NA,NA,-3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-18,NA,NA,NA,NA,-4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-19,NA,NA,NA,NA,-9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-20,NA,NA,NA,NA,-7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-21,NA,NA,NA,NA,-6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-22,NA,NA,NA,NA,-5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-25,NA,NA,NA,NA,-3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-26,NA,NA,NA,NA,-11,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-27,NA,NA,NA,NA,-7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-28,NA,NA,NA,NA,-8,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-29,NA,NA,NA,NA,3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-01,NA,NA,NA,NA,0,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-02,NA,NA,NA,NA,-6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-03,NA,NA,NA,NA,-3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-04,NA,NA,NA,NA,-5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-05,NA,NA,NA,NA,1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-08,NA,NA,NA,NA,0,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-09,NA,NA,NA,NA,-7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-10,NA,NA,NA,NA,-5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-11,NA,NA,NA,NA,-60,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-12,NA,NA,NA,NA,-8,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-13,NA,NA,NA,NA,8,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-15,NA,NA,NA,NA,-3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-16,NA,NA,NA,NA,-6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-17,NA,NA,NA,NA,-3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-18,NA,NA,NA,NA,-9,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-19,NA,NA,NA,NA,-1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-20,NA,NA,NA,NA,19,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-22,NA,NA,NA,NA,-2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-23,NA,NA,NA,NA,-6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-24,NA,NA,NA,NA,-2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-25,NA,NA,NA,NA,-4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-26,NA,NA,NA,NA,2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-27,NA,NA,NA,NA,6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-29,NA,NA,NA,NA,-3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-30,NA,NA,NA,NA,-7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-01,NA,NA,NA,NA,-5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-02,NA,NA,NA,NA,-7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-03,NA,NA,NA,NA,3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-04,NA,NA,NA,NA,15,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-06,NA,NA,NA,NA,1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-07,NA,NA,NA,NA,-7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-08,NA,NA,NA,NA,0,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-09,NA,NA,NA,NA,-3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-10,NA,NA,NA,NA,4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-11,NA,NA,NA,NA,21,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-13,NA,NA,NA,NA,2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-14,NA,NA,NA,NA,-8,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-15,NA,NA,NA,NA,0,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-16,NA,NA,NA,NA,-3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-17,NA,NA,NA,NA,4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-18,NA,NA,NA,NA,21,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-20,NA,NA,NA,NA,1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-21,NA,NA,NA,NA,-3,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-22,NA,NA,NA,NA,-2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-23,NA,NA,NA,NA,-5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-24,NA,NA,NA,NA,4,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-25,NA,NA,NA,NA,14,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-07-27,NA,NA,NA,NA,-6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-15,3,1,10,NA,3,1
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-16,-14,3,-7,NA,-2,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-17,1,-1,NA,NA,19,-2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-18,2,-2,-16,NA,17,-1
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-19,6,0,NA,NA,18,-3
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-20,3,3,NA,NA,17,-3
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-21,3,4,-13,NA,21,-3
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-22,-5,3,-3,NA,-2,1
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-23,5,4,4,NA,-1,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-24,-5,-2,NA,NA,-11,3
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-25,-36,-19,-36,NA,-22,10
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-26,-8,-2,-37,NA,19,0
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-27,2,2,-28,NA,19,-2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-28,8,5,-30,NA,25,-2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-02-29,-1,8,-20,NA,7,2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-01,0,15,-13,NA,6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-02,0,2,-31,NA,20,-2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-03,4,2,-37,NA,22,-2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-04,3,3,-27,NA,23,-1
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-05,10,4,-24,NA,22,-3
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-06,17,11,-16,NA,26,-4
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-07,28,17,-12,NA,11,-1
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-08,17,19,-11,NA,6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-09,6,7,-28,NA,23,-2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-10,11,6,-33,NA,23,-2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-11,5,6,-18,NA,21,-2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-12,9,2,-31,NA,20,-2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-13,10,8,-21,NA,26,-3
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-14,8,10,-4,NA,9,1
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-15,8,15,-5,NA,11,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-16,-1,8,-29,NA,22,-2
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-17,-8,13,-38,NA,15,1
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-18,-36,18,-36,NA,4,6
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-19,-73,-27,-37,NA,-38,19
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-20,-78,-30,-23,NA,-48,24
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-21,-83,-41,-35,NA,-49,21
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-22,-86,-45,-38,NA,-36,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-23,-82,-46,-29,NA,-53,26
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-24,-81,-41,-30,NA,-55,26
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-25,-80,-41,-19,NA,-50,25
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-26,-73,-37,-27,NA,-50,24
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-27,-71,-32,-21,NA,-44,23
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-28,-77,-27,-21,NA,-42,16
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-29,-72,-34,-30,NA,-32,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-30,-62,-26,NA,NA,-35,19
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-03-31,-60,-18,-30,NA,-34,18
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-01,-56,-17,-32,NA,-30,17
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-02,-55,-22,-37,NA,-30,18
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-03,-52,-16,-38,NA,-25,17
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-04,-58,-14,-16,NA,-25,13
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-05,-59,-14,-20,NA,-26,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-06,-48,-22,-41,NA,-23,17
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-07,-36,-3,-38,NA,-19,14
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-08,-32,2,-24,NA,-18,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-09,-23,20,-15,NA,-18,9
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-10,-82,-44,-5,NA,-80,30
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-11,-44,7,-9,NA,-29,13
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-12,-61,-65,1,NA,-23,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-13,-22,-11,-29,NA,-12,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-14,-30,-14,-27,NA,-12,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-15,-32,-11,-29,NA,-13,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-16,-29,-13,-29,NA,-14,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-17,-33,-10,-20,NA,-10,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-18,-42,-11,-18,NA,-12,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-19,-60,-17,-21,NA,-22,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-20,-27,-1,NA,NA,-16,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-21,-56,-28,NA,NA,-60,24
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-22,-33,-14,-30,NA,-9,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-23,-33,-17,-33,NA,-11,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-24,-35,-13,-26,NA,-7,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-25,-42,-9,-17,NA,-3,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-26,-53,-21,-22,NA,-17,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-27,-34,-21,-32,NA,-10,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-28,-33,-15,-35,NA,-10,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-29,-37,-18,-19,NA,-13,13
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-04-30,-26,7,-28,NA,-15,9
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-01,-81,-79,-33,NA,-78,33
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-02,-38,-3,-23,NA,-23,14
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-03,-60,-24,-34,NA,-24,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-04,-25,-12,-31,NA,-12,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-05,-34,-13,-44,NA,-15,14
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-06,-25,-7,-23,NA,-12,13
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-07,-19,-6,-28,NA,-12,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-08,-11,9,-20,NA,-9,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-09,-9,15,-19,NA,-9,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-10,-48,-5,-24,NA,-7,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-11,-18,-9,NA,NA,-10,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-12,-29,-13,-26,NA,-12,14
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-13,-33,-17,-33,NA,-13,14
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-14,-27,-14,-32,NA,-13,13
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-15,-26,-7,-24,NA,-8,13
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-16,-37,-6,-23,NA,-12,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-17,-52,-13,-21,NA,-13,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-18,-25,-14,NA,NA,-9,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-19,-29,-13,-20,NA,-8,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-20,-29,-6,NA,NA,-9,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-21,-26,-5,-16,NA,-12,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-22,-34,-7,-38,NA,-12,15
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-23,-44,-9,-31,NA,-14,15
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-24,-64,-27,-37,NA,-14,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-25,-27,-13,NA,NA,-8,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-26,-28,-12,-21,NA,-7,13
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-27,-29,-12,NA,NA,-7,13
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-28,-25,-9,-19,NA,-9,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-29,-25,-1,-26,NA,-4,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-30,-31,2,-10,NA,-2,10
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-05-31,-55,-13,-28,NA,-6,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-01,-23,-7,-32,NA,-3,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-02,-20,-5,-33,NA,-4,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-03,-23,-5,NA,NA,-4,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-04,-22,-8,-25,NA,-6,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-05,-21,2,-41,NA,-2,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-06,-14,12,-30,NA,-2,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-07,-44,-3,-24,NA,0,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-08,-12,-1,-26,NA,-4,10
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-09,-19,-8,-49,NA,-4,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-10,-16,3,-36,NA,-5,10
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-11,-58,-24,-18,NA,-66,27
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-12,4,14,-25,NA,-9,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-13,-30,-7,-39,NA,-5,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-14,-44,-9,-30,NA,5,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-15,-6,-2,NA,NA,-1,9
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-16,-12,-2,-26,NA,-2,10
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-17,-16,-4,NA,NA,-2,9
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-18,-18,-7,-24,NA,-5,9
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-19,-15,1,-20,NA,2,9
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-20,-23,10,-8,NA,1,7
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-21,-36,3,-11,NA,10,NA
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-22,-18,-9,-30,NA,-2,9
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-23,-17,-5,-30,NA,-3,10
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-24,-17,-5,NA,NA,-2,9
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-25,-29,-14,-26,NA,-6,12
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-26,-19,3,-26,NA,0,10
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-27,-31,-1,-21,NA,-5,11
BR,Brazil,State of Santa Catarina,NA,NA,NA,NA,2020-06-28,-43,-7,-21,NA,2,NA
